"","V1","Q1.Eco.Info.Important","Q2.Belief.In.Eco.Label","Q3.Understand.Eco.Certificate","Q4.Individuals.Can.Improve.Environment","Q5.Corporation.Can.Improve.Environment","Q6.Need.Eco.Certificate.Fashion","Q7.Eco.Cert.Help.Buyers","Q8.Seek.For.Eco.Cert.Clothes","Q9.Buy.Eco.Product","Q10.Pay.More.For.Eco.Products","Q11.Pay.Premium.For.Eco.Clothing","Q12.Ready.To.Pay.More.For.Certified.Eco.Products","Q13.Reduce.Consumption","Q14.Protect.Environment","Q15.Purchase.Less.Harmful.Clothing","Q16.Avoid.Buying.Harmful.Products","Q17.Support.Environmental.Protection","Q18.Rather.Buy.Eco.Clothes","Q19.Price.Of.Eco.Products.More.On.Average","Q20.Prefer.Purchase.More.Expensive.Clothing","Q21.Eco.Label.Brand.Socially.Acceptable","Q22.Rather.Stick.With.Conventional.Brand.Than.Eco.Brand","Q23.Rarely.Swith.Brand.To.Try.Something.New","Q24.No.Different.To.Me.Eco.Clothing.Is.Not.Branded","Q25.Eco.Clothing.More.Fashionable","Q26.Eco.Clothing.Quality.Higher","Q27.Country.Can.Positively.Influence.Environment","Q28.Support.Eco.Protection.Socially.Responsible","Q29.Satisfied.Purchasing.Eco.Clothing","Q30a.Fair.Trade","Q30b.Fair.And.Care","Q30c.Global.Organic.Textile.Standard","Q30d.Fair.Wear.Foundation","Q30e.Clean.Clothes.Campaign","Q30f.Oeko.Tex","Q30g.I.Know.None.Of.Them","Q31a.Fit","Q31b.Comfort","Q31c.Fibre.Material","Q31d.Quality.Workmanship","Q31e.Garment.Life","Q31f.Colour","Q31g.Style","Q31h.Brand","Q31i.Price","Q31j.COO","Q31k.Durability","Q31l.Certified.Eco.Label","Q31m.Certified.Ethical.Label","Q38a.Less.Water.Use","Q38b.Air.Quality","Q38c.Less.Energy.Use","Q38d.Worker.Safety","Q38e.Fair.Wages","Q38f.No.Child.Labour","Q38g.No.Animal.Skin.Use","Q32.Last.Of.My.Circle.Knowing.Latest.Designers.And.Trends","Q33.Little.Shopping.New.Fashion.Than.My.Friends","Q34.Last.Of.My.Circle.Purchase.New.Fashion","Q35.Faster.Knowing.More.About.New.Fashion.Than.Others","Q36.Interest.Buying.Locally.Available.New.Style","Q37.Consider.Buying.New.Styles.Without.Heard.About.It","Q39.Annual.Spending.On.Clothes","Q40.Employment.Status","Q41.Sex","Q42.Income","Q43.Age","Q44.Highest.Level.Of.Education","total_score"
"1603",1603,4,4,3,5,5,5,5,5,4,3,3,4,3,3,3,4,4,4,3,3,3,3,4,2,2,2,4,4,3,1,1,1,1,1,1,1,4,4,2,3,4,3,4,1,5,2,4,2,3,5,5,5,2,2,3,3,3,2,2,3,4,4,2,1,2,1,1,2,18
"1604",1604,3,3,3.527,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,2,3,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,2,4,3,3,3,3,3,2,3,2,3,3,4,3,3,3,3,2,1,2,1,1,2,19
"1605",1605,5,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4,5,5,5,3,4,4,3,3,3,4,5,4,4,3,5,4,4,4,4,1,1,2,5,3,5,3,1,1,5,1,1,17
"1606",1606,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,2,5,2,3,3,4,5,4,1,1,1,1,1,1,1,5,4,4,4,4,3,4,4,4,4,4,4,4,3,3,3,3,4,3,4,2,2,2,3,4,4,2,1,1,1,1,2,17
"1607",1607,5,4,5,4,4,5,4,4,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,5,5,5,5,3,4,1,3,2,5,4,5,3,4,3,2,2,2,4,2,1,3,4,5,4,2,1,1,1,1,1,19
"1608",1608,5,3,5,3,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,2,3,4,4,3,4,4,4,1,1,1,1,1,1,1,3,4,2,4,4,3,3,2,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,4,3,3,3,1,2,2,1,2,16
"1609",1609,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,4,4,3,4,4,3,3,4,4,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,1,5,5,5,5,5,5,1,2,2,2,1,2,1,3,5,5,1,1,1,1,1,2,17
"1610",1610,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,2,5,5,5,5,5,1,1,1,1,1,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,3,3,1,1,3,4,5,5,1,1,1,1,1,2,19
"1611",1611,4,4,4,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,2,3,2,3,3,4,4,3,1,1,1,1,1,1,1,5,4,4,4,4,4,4,4,4,4,4,3,3.73,3,3,3,2,4,3,3,3,2,2,4,3,4,6,1,1,7,1,1,18
"1612",1612,5,5,5,5,5,5,5,4,4,3,3,4,3,4,4,5,5,5,3,4,4,3,4,3,3,3,5,5,3,1,1,1,1,1,1,1,5,5,3,4,3,5,5,3,5,3,3,3,3,3,3,2,3,4,3,3,1,1,2,5,3,3,6,1,2,9,1,3,15
"1613",1613,5,3,5,2,4,5,5,4,4,3,3,3,4,4,4,4,4,4,3,4,4,3,4,2,3,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,3,4,4,4,3,4,4,5,3,3,3,3,4,4,3,2,2,2,4,5,4,1,1,1,1,1,1,19
"1614",1614,4,4,4,3,4,3,3,3,4,3,3,3,4,4,4,4,4,4,3,3,4,3,4,3,3,3,5,4,4,1,1,1,1,1,1,1,5,4,4,4,4,4,4,3,4,2,4,3,5,3,3,3,3,3,3,3,3,2,2,4,5,4,6,1,2,6,1,2,20
"1615",1615,4,3,3,4,4,3,5,3,4,4,3,3,3,5,5,5,5,4,4,4,3,2,3,3,3,3,5,5,4,1,1,1,1,1,1,1,5,5,5,5,4,4,4,3,5,2,3,4,5,2,3,2,3,3,4,4,2,2,2,2,4,5,3,1,2,5,1,2,17
"1616",1616,4,4,4,3,4,4,3,4,4,3,2,3,4,4,4,4,5,3,3,2,3,3,4,2,3,3,4,5,4,1,1,1,1,1,1,1,4,5,4,5,4,4,4,3,4,3,4,4,5,5,4,4,2,3,2,3,2,2,2,5,5,4,2,1.02,1,1,1,2,20
"1617",1617,4,4,3,3,4,5,3,3,3,3,3,3,3,5,5,4,3,4,3,3,3,2,2,2,3,2,5,5,3,1,1,1,1,1,1,1,3,4,4,5,3,5,5,4,5,2,4,4,1,2,3,2,1,2,3,3,2,1,3,2,3,4,1,1,1,1,1,2,15
"1618",1618,5,4,4,5,5,4,5,4,4,2,4,3,5,5,5,3,5,3,3,3,4,2,4,3,3,2,5,5,3,1,1,1,1,1,1,1,3,4,4,4,4,5,4,4,5,4,4,4,4,4,4,2,3,2,3,4,3,2,2,3,4,5,2,1,1,2,1,2,19
"1619",1619,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,4,3,3,3,3,3,3,5,5,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,3,3,3,4,2,2,2,4,4,4,1,1,2,1,1,2,18
"1620",1620,5,3,3,5,3,5,5,3,5,3,3,3,5,5,3,5,5,3,4,2,3,1,3,5,2,3,4,5,3,1,1,1,1,1,1,1,5,5,5,5,5,3,4,2,5,3,5,3,4,3,2,2,3,5,3,3,2,1,1,3,5,5,1,1,2,1,1,2,17
"1621",1621,5,5,4,5,5,4,5,5,5,1,2,2,4,4,4,4,4,4,4,2,2,3,3,3,3,3,3,2,3,1,1,1,1,1,1,1,5,4,4,4,4,4,5,4,5,2,3,3,1,4,3,2,3,3,3,2,4,4,4,2,2,2,1,1,1,1,1,2,18
"1622",1622,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,4,3,3,2,3,3,3,4,3,1,1,1,1,1,1,1,5,5,5,5,4,4,4,3,3,3,4,4,5,3,3,3,3,4,3,2,2,1,2,5,3,3,3,1,2,1,1,2,16
"1623",1623,5,2,4,4,5,4,3,4,4,3,3,4,4,5,4,5,5,4,4,4,4,3,3,2,3,3,5,5,3,1,1,1,1,1,1,1,4,3,4,4,4,3,3,2,3,2,3,3,5,3,3,3,3,3,3,2,2,2,2,5,5,4,2,1,2,4,1,2,20
"1624",1624,5,5,4,4,5,4,5,5,5,3,3,3,3,5,5,4,4,4,3,3,4,2,2,3,3,3,4,5,5,1,1,1,1,1,1,1,3,4,3,4,5,2,3,1,4,3,4,5,3,3,4,4,4,4,3,2,3,3,3,5,3,4,2,1,1,2,1,1,21
"1625",1625,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,2,4,4,4,3,4,4,4,4,4,4,2,2,2,4,4,4,7,1,1,10,1,2,18
"1626",1626,5,5,5,3,3,4,5,5,5,3,2,1,4,5,5,5,5,4,4,3,4,2,2,2,3,3,4,5,3,1,1,1,1,1,1,1,5,5,5,5,3,4,4,4,4,4,4,5,5,3,3,3,3,3,3,3,3,1,2,5,5,5,1,1,2,1,1,2,21
"1627",1627,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,1,5,1,1,1,1,1,1,1,5,5,4,3,4,1,5,3,1,4,3,3,2,5,5,5,5,5,5,5,1,1,1,5,4,5,6,1,1,1,1,1,17
"1628",1628,4,4,4,3,4,4,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,2,4,3,5,4,5,4,3,3,3,3,3,3,3,2,2,5,4,4,3,1,1,1,1,2,20
"1629",1629,5,4,4,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,5,4,5,2,2,4,5,5,5,5,5,1,1,1,1,1,1,1,5,5,4,5,4,4,5,3,5,4,5,4,5,2,2,2,3,3,3,4,2,2,2,5,5,5,2,1,2,1,1,2,21
"1630",1630,4,3,4,4,4,4,4,3,4,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,3,18
"1631",1631,4,4,4,4,4,3,4,5,5,4,4,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4.92,1,1,1,5,5,5,1,1,1,1,1,1,18
"1632",1632,4,4,4,3,4,3,3,3,4,3,3,3,5,5,5,4,5,3,2,2,4,2,5,3,3,4,5,4,4,1,1,1,1,1,1,1,4,5,5,5,5,4,4,3,4,4,3,4,5,2,3,2,3,3,3,3,2,1,1,5,5,5,2,1,2,1,1,2,19
"1633",1633,4,3,4,4,4,4,5,4,3,3,3,3,4,4,4,4,3,3,4,3,3,3,3,3,4,3,4,4,4,1,1,1,1,1,1,1,5,5,5,5,5,4,5,4,5,4,4,5,5,4,3,3,3,3,3,4,2,1,1,5,2,5,1,1,2,1,1,1,16
"1634",1634,4,4,4,4,4,4,4,4,4,3,2,3,4,4,4,4,4,4,3,3,4,2,3,3,3,3,4,4,4,1,1,1,1,1,1,1,4,4,4,5,4,4,4,4,4,3,4,5,5,3,3,3,3,3,3,3,3,2,3,3,3,3,1,1,2,1,1,2,17
"1635",1635,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,7,1,1,11,1,2,18
"1636",1636,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,2,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,3,3,3,3,3,4,4,4,3,3,3,3,3,3,3,2,2,3,3,4,4,1,1,2,1,1,2,18
"1637",1637,5,5,4,3,4,4,4,4,4,4,3,3,4,4,4,4,3,3,3,4,4,3,3,3,4,3,4,4,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,4,1,1,1,1,2,18
"1638",1638,5,4,4,5,5,5,5,5,5,3,3,3,4,5,5,5,5,5,3,3,4,2,5,1,3,3,5,5,5,1,1,1,1,1,1,1,5,5,4.64,5,5,5,5,3,3,3,5,5,5,3,5,3,1,3,1,3,3,1,1,5,5,5,2,1,2,1,1,2,20
"1639",1639,5,4,4,3,5,5,5,5,5,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,5,5,5,5,3,4,5,3,3,3,3,3,5,2,3,2,3,3,3,3,3,2,3,5,3,3,3,1,2,1,1,2,19
"1640",1640,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,2,4,4,4,4,1,2,4,1,2,18
"1641",1641,4,3,4,5,5,4,5,5,3,4,4,4,3,5,4,5,4,5,3,3,4,2,3,3,3,4,5,5,4,1,1,1,1,1,1,1,5,5,4,4,3,5,5,2,5,3,3,4,5,4,3,3,2,3,3,4,2,1,1,4,4,3,2,1,2,1,1,2,15
"1642",1642,4,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,3,3,4,2,4,2,3,2,4,4,3,1,1,1,1,1,1,1,4,4,5,4,4,4,4,4,4,3,4,4,4,2,2,2,2,3,2,4,2,2,2,4,4,4,1,1,2,1,1,2,18
"1643",1643,4,3,4,4,5,5,5,4,4,2,2,2,5,3,3,3,4,3,3,2,3,3,3,3,3,3,4,3,3,1,1,1,1,1,1,1,3,3,3,3,3,4,4,1,5,3,3,3,2,3,5,5,3,2,2,3,3,3,1,3,3,3,3,1,2,2,1,2,16
"1644",1644,4,4,5,3,3,4,4,3,4,3,3,3,4,4,3,3,4,3,4,3,4,3,3,3,3,3,4,4,3,1,1,1,1,1,1,1,4,4,4,4,3,4,4,3,4,3,4,3,4,2,3,3,3,3,4,4,1,1,1,4,5,5,2,1,2,1,1,2,17
"1645",1645,5,5,4,5,4,5,4,5,4,5,4,5,4,4,5,5,4,4,5,5,5,4,5,4,5,4,4,4,5,1,1,1,1,1,1,1,3,3,3,4,4,4,5,3,5,3,4,5,5,5,4,4,5,4,4,4,1,2,2,5,4,5,3,1,2,1,1,2,19
"1646",1646,5,4,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,2,18
"1647",1647,4,4,4,5,3,5,4,4,5,4,3,4,2,5,4,4,5,3,3,2,3,2,4,3,3,2,3,4,3,1,1,1,1,1,1,1,4,4,5,5,3,4,4,3,4,3,3,3,3,3,3,2,3,3,4,3,3,2,2,5,4,4,4,1,2,1,1,2,20
"1648",1648,4,3,4,4,4,4,4,3,4,3,3,3,4,5,5,5,5,4,3,3,5,2,2,2,3,3,4,5,4,1,1,1,1,1,1,1,5,5,4,4,4,4,4,3,4,3,4,4,5,4,4,4,3,4,4,3,2,2,2,5,5,5,6,1,2,1,1,2,21
"1649",1649,5,4,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,1,1,1,1,2,18
"1650",1650,5,3,5,4,5,5,3,5,4,3,4,3,3,3,4,4,4,4,3,3,3,3,4,2,4,5,5,4,3,1,1,1,1,1,1,1,5,5,3,5,5,5,5,3,5,3,5,3,5,5,5,3,1,3,1,1,5,1,1,5,5,4,7,1,1,1,1,2,21
"1651",1651,4,4,3,5,5,5,4,3,4,3,3,3,3,4,5,3,4,3,3,3,4,2,2,2,3,3,5,5,3,1,1,1,1,1,1,1,4,5,4,4,4,5,5,3,4,3,3,3,4,3,2,2,3,3,3,3,1,2,2,4,3,3,3,1,2,2,1,2,15
"1652",1652,5,4,4,5,5,5,5,4,4,3,3,3,4,4,4,4,4,4,3,3,4,2,3,3,3,3,5,5,3,1,1,1,1,1,1,1,4,4,3,4,4,4,4,3,4,3,4,3,4,4,4,4,2,2,2,3,2,2,2,5,5,4,4,1,1,11,1,2,20
"1653",1653,3,3,3,3,3,4,4,3,4,3,4,3,4,4,3,4,4,4,3,3,4,3,2,2,3,3,5,4,3,1,1,1,1,1,1,1,5,5,5,5,4,5,5,3,3,3,4,3,5,2,2,2,3,4,4,3,1,1,1,5,4,3,3,1,2,10,1,2,15
"1654",1654,5,5,5,5,5,5,5,5,5,4,3,3,5,5,4,5,5,4,4,4,4,4,4,4,4,4,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,3,4,4,5,4,5,5,4,4,3,5,4,2,3,2,4,3,4,2,2,1,5,2,3,18
"1655",1655,5,5,5,5,5,5,4,4,4,3,3,3,4,4,4,3,5,5,5,3,4,5,4,4,4,4,4,5,5,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,5,5,5,3,1,1,1,5,5,5,3,1,1,2,1,2,18
"1656",1656,5,4,5,5,5,5,5,5,5,5,2,2,5,5,4,5,5,3,2,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,18
"1657",1657,5,5,4,4,5,4,4,3,5,1,3,4,1,4,2,4,5,5,4,2,1,2,5,4,5,5,1,3,3,1,1,1,1,1,1,1,4,3,3,3,4,5,4,4,4,2,4,3,1,3,4,3,2,3,2,4,2,1,4,3,3,2,7,6,2,7,3,2,15
"1658",1658,5,5,3,5,5,5,5,5,5,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,3,3,3,1,1,1,1,2,18
"1659",1659,4,3,4,3,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,1,1,5,5,5,1,1,1,1,1,2,19
"1660",1660,5,4,4,5,4,5,5,4,4,3,4,4,5,5,5,5,5,5,4,3,3,4,4,3,4,4,4,5,4,1,1,1,1,1,1,1,5,5,5,5,5,4,4,3,4,3,4,4,4,3,4,4,3,3,3,4,2,2,2,4,4,4,2,1,2,1,1,2,18
"1661",1661,4,4,4,4,4,5,4,4,4,4,3,3,4,5,5,4,4,4,3,3,4,3,3,3,4,3,4,5,4,1,1,1,1,1,1,1,5,3,3,4,3,4,4,3,4,3,3,4,4,5,3,3,3,3,4,4,1,1,2,5,4,5,2,1,1,1,1,2,18
"1662",1662,5,4,4,5,5,5,4,5,4,3,3,3,4,4,4,4,4,3,4,3,4,3,3,3,3,4,5,4,3,1,1,1,1,1,1,1,4,5,5,5,5,4,5,5,5,3,4,3,5,3,3,3,3,3,3,5,1,1,2,1,1,3,3,1,1,1,1,2,9
"1663",1663,4,3,4,2,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1.9807619047619,1,2.13796218487395,18
"1664",1664,4,4,3,5,4,4,4,3,3,3,3,3,4,4,3,4,4,4,3,3,3,2,3,3,3,3,4,4,3,1,1,1,1,1,1,1,5,4,3,4,4,3,3,3,3,3,4,4,5,3,3,3,3,3,3,4,3,2,3,4,4,5,1,1,2,1,1,2,21
"1665",1665,5,4,3,5,5,5,4,4,5,3,3,3,5,5,5,4,5,5,4,3,5,1,4,4,5,5,5,5,5,1,1,1,1,1,1,1,5,5,4,4,5,3,3,3,5,3,5,5,5,3,5,5,1,3,3,3,1,1,3,5,5,5,1,1,1,1,1,2,20
"1666",1666,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,2,18
"1667",1667,5,5,5,5,4,4,4,4,3,3,3,2,3,5,5,5,5,4,3,4,5,1,3,3,3,3,4,5,3,1,1,1,1,1,1,1,5,5,4,5,5,3,3,3,5,5,5,3,4,3,3,3,1,3,3,3,1,1,1,5,5,5,5,1,1,1,1,2,18
"1668",1668,5,3,3,4,4,3,3,3,3,4,3,3,3,3,3,2,4,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,5,5,5,5,5,5,5,3,5,3,5,1,3,1,1,5,4,4,5,3,1,1,1,5,5,5,3,1,1,2,1,2,18
"1669",1669,4,4,4,4,4,4,4,3,4,2,3,3,3,4,4,3,4,3,3,3,3,2,3,3,3,3,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,3,3,4,4,3,3,2,3,3,3,3,4,4,3,3,2,4,2,4,5,1,2,1,1,2,18
"1670",1670,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,5,18
"1671",1671,5,4,4,4,4,4,4,3,4,3,4,3,4,4,3,3,4,4,3,4,4,4,4,3,4,3,3,3,3,1,1,1,1,1,1,1,5,5,5,4,4,4,4,3,3,4,4,3,4,4,4,4,3,3,3,3,2,2,2,4,4,4,3,1,2,2,1,2,18
"1672",1672,5,4,4,5,5,5,4,4,4,3,4,3.80666666666667,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,4,4,4,5,3,5,5,2,3,3,4,3,5,5,5,5,5,5,5,4.095,1.98,1.94,1.93,4.06,4.09,4.00333333333333,3.111,1.2,1.355,2.7975,1.12,1.93833333333333,17.84
"1673",1673,4,3,4,4,4,5,5,3,5,4,4,4,3,5,4,4,4,4,3,5,4,3,4,3,5,5,3,4,3,1,1,1,1,1,1,1,4,5,4,5,4,5,5,4,4,3,4,4,4,1,1,2,5,5,5,3,2,3,2,4,4,3,7,1,1,11,1,3,18
"1674",1674,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,3,1,1,1,1,2,18
"1675",1675,5,5,5,5,4,4,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,3,5,5,3,3,3,4,5,5,5,5,4,4,4,5,4,2,1,1,5,3,5,2,1,1,1,1,1,17
"1676",1676,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,4,5,5,5,5,3,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,4,5,4,5,4,5,5,5,5,4,4,5,5,5,5,5,5,2,3,3,2,4,2,3,1,1,1,2,1,16
"1677",1677,3,4,4,4,5,5,5,4,4,2,2,2,3,5,3,3,4,3,3,3,3,3,3,3,3,4,4,4,3,1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,4,3,4,3,3,3,4,4,2,2,3,3,2,2,2,4,4,5,2,1,1,4,1,2,19
"1678",1678,5,4,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,3,4,2,2,3,3,3,3,5,4,1,1,1,1,1,1,1,4,4,4,4,4,4,5,3,4,3,4,4,5,3,2,2,3,3,3,3,3,1,2,5,5,5,4,1,2,2,1,2,21
"1679",1679,4,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,4,4,4,4,3,4,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,2,1,1,2,18
"1680",1680,3,3,3,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,3,4,5,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,4,5,3,4,4,2,4,2,4,3,3,3,3,4,3,3,3,3,3,3,3,3,3,4,3,4,1,1,2,1,1,1,20
"1681",1681,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,5,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,4,1,1,1,5,5,5,1,1,1,1,1,1,18
"1682",1682,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,5,5,5,1,1,1,1,1,2,18
"1683",1683,4,3,3,4,4,4,4,3,3,2,2,2,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,4,3,1,1,1,1,1,1,1,4,4,4,4,3,4,5,3,5,3,4,3,5,3,3,3,3,3,3,5,1,1,1,5,5,5,4,1,2,2,1,2,18
"1684",1684,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,2,2,2,4,4,4,3,1,1,7,1,2,18
"1685",1685,3,3,3,4,3,3,3,4,3,3,4,4,4,3,3,3,3,4,4,4,5,4,4,3,4,4,4,3,3,1,1,1,1,1,1,1,5,5,3,4,3,4,5,3,4,3,4,4,3,4,2,4,3,3,3,3,2,2,2,5,5,4,2,1,2,3,1,2,20
"1686",1686,5,4,4,4,5,5,5,4,5,5,5,3,4,4,4,4,4,4,5,4.22,5,4,4,4,4,3,4,4,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,2,1,1,5,5,5,2,1,2,1,1,2,19
"1687",1687,4,3,3,4,4,4,4,4,4,3,3,3,4,4,5,5,4,4,3,4,4,3,3,3,3,3,3,3,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,4,4,4,5,4,3,3,3,3,3,3,3,2,3,3,4,5,5,4,1,2,8,1,2,22
"1688",1688,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,2,2,2,4,4,4,2,1,1,1,1,2,18
"1689",1689,4,3,3,4,4,3,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,4,4,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,4,4,4,4,4,3,4,3,3,3,3,3,2,2,2,4,3,4,2,1,2,1,1,2,17
